Company ID (Partner),Company ID (Vendor)
12480368,12548279
12613704,12548279
12541267,12548279
12657529,12548279
12605995,12548279
26017769,12548279
118645329,12548279
13072115,12548279
118645011,12548279
12695592,12548279
12840304,12548279
12478888,12548279
12479946,12548279
12612995,12548279
12645046,12548279
12403727,12548279
12433040,12548279
13292260,12548279
12424903,12548279
12476644,12548279
12819703,12548279
115058261,12548279
12521548,12548279
13295235,12548279
26064295,12548279
12654690,12548279
12541788,12548279
12536238,12548279
12799855,12548279
14018570,12548279
12570480,12548279
12597209,12548279
13580076,12548279
12537728,12548279
12585426,12548279
13584270,12548279
13039820,12548279
13642665,12548279
12791667,12548279
12492545,12548279
115173217,12548279
13067706,12548279
12412688,12548279
12690995,12548279
12664936,12548279
12664163,12548279
12508995,12548279
12408661,12548279
12835806,12548279
118075698,12548279
12423818,12548279
12654412,12548279
12482004,12548279
12444640,12548279
12400878,12548279
12612710,12548279
12826827,12548279
13053809,12548279
111619838,12548279
114926713,12548279
12627116,12548279
37133829,12548279
12442207,12548279
26056619,12548279
12677337,12548279
12653877,12548279
12623619,12548279
12462373,12548279
13602938,12548279
12479477,12548279
12645807,12548279
13366303,12548279
13062519,12548279
12681851,12548279
12806992,12548279
12586335,12548279
14009466,12548279
12797229,12548279
118642642,12548279
15205941,12548279
12602293,12548279
12574613,12548279
12468368,12548279
12624641,12548279
12580095,12548279
12541744,12548279
37188574,12548279
12523060,12548279
118061025,12548279
37185744,12548279
13373708,12548279
12715660,12548279
13612914,12548279
12580886,12548279
12836466,12548279
12567998,12548279
12444513,12548279
111616051,12548279
118340502,12548279
12787625,12548279
37190961,12548279
111485133,12548279
12678052,12548279
12792570,12548279
92068845,12548279
13581020,12548279
12621854,12548279
13363858,12548279
12818064,12548279
12582441,12548279
12462031,12548279
12469750,12548279
12583560,12548279
12633280,12548279
13057943,12548279
12814108,12548279
13109669,12548279
12664667,12548279
12706580,12548279
12486369,12548279
12538000,12548279
92021891,12548279
26036419,12548279
12556154,12548279
13573282,12548279
12812230,12548279
12647248,12548279
12487827,12548279
26103306,12548279
12630238,12548279
12555677,12548279
12533132,12548279
118626909,12548279
12587969,12548279
12677592,12548279
12712987,12548279
111963019,12548279
13460764,12548279
37186824,12548279
12477707,12548279
12498435,12548279
12580318,12548279
18471024,12548279
12433659,12548279
13052330,12548279
13597318,12548279
12585616,12548279
13533017,12548279
13073774,12548279
12402177,12548279
12803507,12548279
115317466,12548279
13990796,12548279
115347284,12548279
12642077,12548279
12501166,12548279
12618923,12548279
12783801,12548279
12713344,12548279
12597069,12548279
15196357,12548279
12619511,12548279
12538913,12548279
12572970,12548279
111569659,12548279
12623143,12548279
26044500,12548279
12398878,12548279
13055313,12548279
12462214,12548279
12562464,12548279
111772049,12548279
111775150,12548279
13116084,12548279
118084588,12548279
12513397,12548279
13063039,12548279
12652069,12548279
12695596,12548279
13609929,12548279
118059842,12548279
12631585,12548279
114906554,12548279
12440126,12548279
118647315,12548279
12522131,12548279
12428278,12548279
12711235,12548279
12650176,12548279
92260549,12548279
12451069,12548279
12444652,12548279
13575651,12548279
12552300,12548279
12823971,12548279
12707939,12548279
37125466,12548279
12629611,12548279
12655270,12548279
13100057,12548279
12683888,12548279
12840506,12548279
111744614,12548279
12534319,12548279
12659256,12548279
12664219,12548279
12676628,12548279
111826100,12548279
12702562,12548279
12517204,12548279
12675631,12548279
111549110,12548279
92077826,12548279
15193990,12548279
13044545,12548279
12475171,12548279
12699725,12548279
12629758,12548279
12474900,12548279
12481946,12548279
111874972,12548279
12463093,12548279
12829777,12548279
12458750,12548279
12518079,12548279
111656149,12548279
12654358,12548279
13094207,12548279
12546554,12548279
118626746,12548279
13082247,12548279
12599919,12548279
12696942,12548279
12801855,12548279
12567368,12548279
13387882,12548279
12671691,12548279
118661040,12548279
13613620,12548279
12681815,12548279
12458985,12548279
12797024,12548279
114932606,12548279
12712417,12548279
12573471,12548279
12447316,12548279
12581022,12548279
12482808,12548279
12509400,12548279
12447605,12548279
12681247,12548279
13581995,12548279
12554692,12548279
12466957,12548279
12706456,12548279
13637511,12548279
12685014,12548279
12654910,12548279
13610684,12548279
12830627,12548279
13472461,12548279
12468486,12548279
12497222,12548279
12626064,12548279
12686824,12548279
118644228,12548279
12693497,12548279
13373177,12548279
12612224,12548279
12429472,12548279
12624301,12548279
12431117,12548279
107460042,12548279
12483205,12548279
12711190,12548279
118651606,12548279
12429390,12548279
12560503,12548279
12613013,12548279
118087634,12548279
12830750,12548279
12457664,12548279
12712140,12548279
12844862,12548279
13575887,12548279
12836057,12548279
12703095,12548279
12590505,12548279
37190081,12548279
12704262,12548279
111753055,12548279
12416459,12548279
12815895,12548279
12610241,12548279
115261812,12548279
12847072,12548279
118629718,12548279
12712620,12548279
12804233,12548279
12666836,12548279
13598361,12548279
12622147,12548279
13292500,12548279
12788381,12548279
12626127,12548279
12522666,12548279
12506867,12548279
12464316,12548279
12628958,12548279
13075667,12548279
12451557,12548279
12686354,12548279
12664482,12548279
12806899,12548279
12667655,12548279
12401344,12548279
12712391,12548279
13074273,12548279
12677624,12548279
12837774,12548279
12458372,12548279
12627501,12548279
37191620,12548279
111937487,12548279
12692455,12548279
13296663,12548279
12535116,12548279
12602393,12548279
12790368,12548279
12443437,12548279
92096766,12548279
12568622,12548279
12647691,12548279
12623156,12548279
12700403,12548279
12792363,12548279
12521867,12548279
12831082,12548279
118322979,12548279
112297380,12548279
12483639,12548279
12824230,12548279
12667451,12548279
12516546,12548279
12460871,12548279
12450545,12548279
12607482,12548279
12454014,12548279
115142898,12548279
12563347,12548279
12543358,12548279
12693247,12548279
12446982,12548279
112403898,12548279
13105443,12548279
12831351,12548279
12590791,12548279
12403002,12548279
12648947,12548279
13116381,12548279
12476558,12548279
13993087,12548279
12700078,12548279
12454722,12548279
12674371,12548279
12682876,12548279
12646696,12548279
12521131,12548279
12678031,12548279
12675995,12548279
115135161,12548279
13511438,12548279
12606391,12548279
12463286,12548279
12424295,12548279
12626784,12548279
13094697,12548279
12791060,12548279
12593656,12548279
13093596,12548279
12790300,12548279
12614718,12548279
12829816,12548279
12598176,12548279
18461664,12548279
12458767,12548279
12444026,12548279
12584768,12548279
37201827,12548279
12427032,12548279
12563335,12548279
12636507,12548279
12794384,12548279
13591511,12548279
13080768,12548279
12503106,12548279
13997032,12548279
12601988,12548279
12552111,12548279
115343244,12548279
118050047,12548279
12700546,12548279
13110080,12548279
12413774,12548279
12426871,12548279
12491426,12548279
111913408,12548279
12640016,12548279
12557061,12548279
12688333,12548279
12709549,12548279
25994357,12548279
12826686,12548279
13608237,12548279
12707323,12548279
12639286,12548279
92268241,12548279
13635517,12548279
12453846,12548279
12845148,12548279
12400853,12548279
118056255,12548279
13364147,12548279
92198235,12548279
111808666,12548279
112389079,12548279
92096986,12548279
12575597,12548279
12627414,12548279
13106649,12548279
106904863,12548279
12422271,12548279
12409462,12548279
12581319,12548279
12703037,12548279
12427431,12548279
12692615,12548279
12622194,12548279
12595638,12548279
12679372,12548279
12446218,12548279
12515707,12548279
12455205,12548279
108770929,12548279
12482628,12548279
12675263,12548279
13044518,12548279
12507454,12548279
107310053,12548279
118313945,12548279
12830232,12548279
13994153,12548279
12429102,12548279
13614772,12548279
12673370,12548279
12656170,12548279
13572314,12548279
12544660,12548279
12414434,12548279
12507523,12548279
12467164,12548279
13633071,12548279
12833108,12548279
12817725,12548279
118338453,12548279
12438959,12548279
13081936,12548279
12682961,12548279
12552483,12548279
12607870,12548279
26105324,12548279
12497853,12548279
26104035,12548279
12532999,12548279
12528191,12548279
12813150,12548279
12695646,12548279
12813450,12548279
114956495,12548279
12508053,12548279
12822901,12548279
12406237,12548279
13072549,12548279
12676722,12548279
12598655,12548279
13368136,12548279
12518845,12548279
12535766,12548279
12670774,12548279
12630416,12548279
118057167,12548279
12408075,12548279
12456813,12548279
12785541,12548279
12595604,12548279
106923496,12548279
12501571,12548279
118044628,12548279
12831491,12548279
12413712,12548279
12789051,12548279
12570083,12548279
12527200,12548279
12431116,12548279
12848329,12548279
12492762,12548279
12700441,12548279
111580378,12548279
12483047,12548279
12506702,12548279
12506541,12548279
12479520,12548279
13479045,12548279
15198195,12548279
12562568,12548279
12482565,12548279
12448923,12548279
12457798,12548279
13614186,12548279
12614653,12548279
13099247,12548279
12794287,12548279
12489190,12548279
118631415,12548279
12554140,12548279
12826460,12548279
12712078,12548279
12591086,12548279
12611675,12548279
12503890,12548279
12800537,12548279
13602665,12548279
12795406,12548279
12689009,12548279
12515986,12548279
12831498,12548279
13093209,12548279
12550808,12548279
12674031,12548279
118059348,12548279
12694336,12548279
92093567,12548279
37124049,12548279
12484292,12548279
12462487,12548279
12410287,12548279
12608857,12548279
12507988,12548279
12517542,12548279
12670763,12548279
12535148,12548279
12482475,12548279
12465525,12548279
12706245,12548279
92112886,12548279
12813476,12548279
118349690,12548279
12451790,12548279
12545710,12548279
91953603,12548279
92138860,12548279
12663648,12548279
92178480,12548279
12701911,12548279
26001606,12548279
12801500,12548279
12784462,12548279
12405610,12548279
12577087,12548279
12594039,12548279
12442875,12548279
12510324,12548279
12535591,12548279
13061157,12548279
12550390,12548279
12579889,12548279
12453077,12548279
26104416,12548279
13057092,12548279
12707327,12548279
12664222,12548279
12527105,12548279
12806989,12548279
13072392,12548279
12704594,12548279
12682198,12548279
26031379,12548279
13411085,12548279
12471892,12548279
12607520,12548279
12650554,12548279
12415812,12548279
12696111,12548279
23730507,12548279
12515976,12548279
12419135,12548279
26065047,12548279
12518757,12548279
12658558,12548279
12627781,12548279
12646761,12548279
26047522,12548279
14013132,12548279
118319037,12548279
12634450,12548279
118631770,12548279
92175697,12548279
12414340,12548279
13985507,12548279
12403166,12548279
12472463,12548279
12607675,12548279
12622159,12548279
12580321,12548279
115127359,12548279
12538159,12548279
26068117,12548279
12501272,12548279
14008136,12548279
12589123,12548279
12485065,12548279
12541822,12548279
13101570,12548279
13362751,12548279
12798160,12548279
106940933,12548279
12699435,12548279
12484072,12548279
12677476,12548279
12471270,12548279
13606266,12548279
12505036,12548279
12511233,12548279
12803471,12548279
12841795,12548279
12824344,12548279
12572750,12548279
12519037,12548279
12421738,12548279
12518577,12548279
18462931,12548279
18457483,12548279
13645807,12548279
12555900,12548279
12649767,12548279
12654200,12548279
12678796,12548279
13608204,12548279
26103972,12548279
12665569,12548279
12680734,12548279
12559208,12548279
12704564,12548279
12453812,12548279
12401490,12548279
13096313,12548279
12846578,12548279
12796690,12548279
12689229,12548279
12825289,12548279
12462174,12548279
112770538,12548279
12801099,12548279
118328781,12548279
12546726,12548279
12790946,12548279
37123435,12548279
12477762,12548279
12564807,12548279
12831627,12548279
13104863,12548279
12417409,12548279
14018965,12548279
107215888,12548279
106918861,12548279
37197451,12548279
118652848,12548279
12549149,12548279
118640194,12548279
12482042,12548279
92232776,12548279
12484064,12548279
12606855,12548279
12628545,12548279
12830247,12548279
12568767,12548279
12818611,12548279
12639031,12461534
92221021,12461534
13988117,12461534
12825045,12461534
118632726,12461534
111506227,12461534
12552335,12461534
92040004,12461534
26056619,12461534
115091785,12461534
12606817,12461534
118074657,12461534
12447413,12461534
12573966,12461534
15193990,12461534
13038281,12461534
12670613,12461534
12838631,12461534
118067941,12461534
12523231,12461534
12847091,12461534
12597347,12461534
118066750,12461534
14013102,12461534
111833089,12461534
12478888,12461534
114977084,12461534
13292629,12461534
118618072,12461534
118028063,12461534
118064125,12461534
118028027,12461534
111816242,12461534
118323497,12461534
115021096,12461534
13073971,12461534
111655687,12461534
107191316,12461534
118326067,12461534
92191688,12461534
12613704,12461534
26015694,12461534
12678052,12461534
92044154,12461534
12446218,12461534
37132337,12461534
92064136,12461534
112535615,12461534
12842738,12461534
12793101,12461534
12788832,12461534
111576393,12461534
118629204,12461534
13047628,12461534
12627781,12461534
12408075,12461534
111977385,12461534
116495607,12461534
115005674,12461534
12588901,12461534
115000834,12461534
118645329,12461534
37177970,12461534
12625456,12461534
13062557,12461534
12448923,12461534
12635920,12461534
115345435,12461534
14018570,12461534
12548839,12461534
12606956,12461534
12604418,12461534
13293466,12461534
12562345,12461534
12690129,12461534
14002208,12461534
108762371,12461534
118650248,12461534
12807597,12461534
118046118,12461534
13636805,12461534
12508931,12461534
12458985,12461534
112768906,12461534
118338951,12461534
118658132,12461534
12619572,12461534
12624569,12461534
111869911,12461534
12569245,12461534
12513664,12461534
111869466,12461534
26018897,12461534
12520359,12461534
118622402,12461534
13613620,12461534
108759303,12461534
118059896,12461534
12840074,12461534
12466521,12461534
12543871,12461534
12421989,12461534
118023406,12461534
12560143,12461534
118036196,12461534
118085654,12461534
12529082,12461534
118067583,12461534
118657536,12461534
118040841,12461534
118340970,12461534
12790946,12461534
26002639,12461534
118057167,12461534
118320210,12461534
13359339,12461534
13596690,12461534
13538871,12461534
107345546,12461534
12798964,12461534
92302159,12461534
12507523,12461534
13373525,12461534
12559611,12461534
12643858,12461534
12446743,12461534
13574558,12461534
12429472,12461534
107459388,12461534
12790085,12461534
12666915,12461534
13120132,12461534
114976518,12461534
12805409,12461534
115051143,12461534
107459112,12461534
12423818,12461534
118062638,12461534
12826616,12461534
118341337,12461534
12801099,12461534
12536238,12461534
12440165,12461534
12635369,12461534
118030782,12461534
118628889,12461534
12497520,12461534
108752611,12461534
118057950,12461534
14005256,12461534
12714054,12461534
37193839,12461534
111628228,12461534
114996097,12461534
111914937,12461534
112273709,12461534
115309840,12461534
12671801,12461534
118342147,12461534
12608083,12461534
13093292,12461534
112709619,12461534
12421274,12461534
12447605,12461534
118070851,12461534
18460128,12461534
111619838,12461534
118315213,12461534
118027710,12461534
118344977,12461534
115314141,12461534
118627803,12461534
37190377,12461534
12659608,12461534
13109005,12461534
118628101,12461534
118330288,12461534
12701357,12461534
111492477,12461534
13120918,12461534
12535148,12461534
12672920,12461534
118024435,12461534
12673370,12461534
12621740,12461534
12559975,12461534
118066899,12461534
14008172,12461534
12588436,12461534
14011180,12461534
92208742,12461534
12452577,12461534
118049086,12461534
107344313,12461534
12821737,12461534
111753055,12461534
18457483,12461534
107204200,12461534
118343770,12461534
118082767,12461534
111857114,12461534
115254105,12461534
26000330,12461534
12506668,12461534
115230644,12461534
112536597,12461534
13103207,12461534
12686930,12461534
12448763,12461534
12445634,12461534
118051440,12461534
15198195,12461534
12466810,12461534
12517041,12461534
12823516,12461534
115235752,12461534
12624641,12461534
12843638,12461534
118064173,12461534
13369777,12461534
12544847,12461534
12506702,12461534
118624575,12461534
12646761,12461534
13108615,12461534
118655339,12461534
26044046,12461534
12459875,12461534
115310372,12461534
14003715,12461534
12461530,12461534
118649325,12461534
118047968,12461534
92292265,12461534
114979495,12461534
37184208,12461534
112771073,12461534
12461198,12461534
118048847,12461534
118022117,12461534
118071540,12461534
37201781,12461534
12806899,12461534
12625691,12461534
12476467,12461534
15205126,12461534
12451203,12461534
12559208,12460871
13121688,12460871
13370386,12460871
13582949,12460871
12431630,12460871
12700546,12460871
12464316,12460871
12446982,12467858
13065708,12467858
107459388,12467858
12700078,12467858
12475330,12467858
12685489,12467858
12615542,12467858
12501166,12467858
12429390,12467858
12444652,12467858
12462031,12467858
12607489,12467858
13106649,12467858
13073109,12467858
12478888,12467858
13609929,12467858
12529868,12467858
25995122,12467858
12535148,12467858
12567368,12467858
12561344,12467858
12586510,12467858
12478620,12467858
12403727,12467858
12402604,12467858
12491426,12467858
12671691,12467858
37192398,12467858
12452954,12467858
12673383,12467858
12559707,12467858
12712597,12467858
12489974,12467858
118340970,12467858
13041637,12467858
12518577,12467858
12436896,12467858
12706245,12467858
12614718,12467858
12579686,12467858
12597300,12467858
12687543,12467858
118038678,12467858
12837774,12467858
12476976,12467858
12548279,12508218
108747748,12626127
111858819,12626127
111829504,12626127
12635506,12626127
25998443,12626127
118078593,12626127
12705544,12626127
25998796,12626127
12829436,12626127
12409682,12626127
111874138,12626127
12461188,12626127
18466238,12626127
12453333,12626127
107259487,12626127
12681002,12626127
12401801,12626127
18464228,12626127
12820751,12626127
12667528,12626127
12833148,12626127
111538136,12626127
118330469,12626127
107230964,12626127
12614998,12626127
111941590,12626127
26052686,12626127
12440300,12626127
12679572,12626127
115078683,12626127
15193663,12626127
15192354,12626127
12402018,12626127
118653236,12626127
12831491,12626127
13078579,12626127
12533245,12626127
12406517,12626127
111833320,12626127
118628728,12626127
12412153,12626127
111898355,12626127
111812783,12626127
111815745,12626127
12539312,12626127
12401389,12626127
111860650,12626127
12840938,12626127
111909729,12626127
12570503,12626127
12703116,12626127
12684437,12626127
92132979,12626127
12456813,12626127
12824636,12626127
12622384,12626127
12576502,12626127
12454776,12626127
14009594,12626127
12803748,12626127
118078452,12626127
13058795,12626127
112760591,12626127
108755316,12626127
12800088,12626127
12701577,12626127
111492059,12626127
12824800,12626127
12626219,12626127
118626878,12626127
12797810,12626127
12611630,12626127
111837713,12626127
111816242,12626127
12706100,12626127
111840115,12626127
12655469,12626127
12832478,12626127
12665059,12626127
15119055,12626127
111938745,12626127
12632665,12626127
12821406,12626127
12697727,12626127
12541145,12626127
111898115,12626127
111888873,12626127
12593695,12626127
26027359,12626127
12455012,12626127
12470728,12626127
12637989,12626127
111615835,12626127
12677482,12626127
107304770,12626127
26104023,12626127
12697621,12626127
12558874,12626127
12592505,12626127
111492477,12626127
37133045,12626127
107245790,12626127
111846595,12626127
12428128,12626127
12472600,12626127
115079599,12626127
12797694,12626127
111913879,12626127
12503707,12626127
118051363,12626127
12458364,12626127
92300473,12626127
18469568,12626127
12615870,12626127
12699103,12626127
12515980,12626127
111622099,12626127
12503164,12626127
92009497,12626127
118620479,12626127
13063003,12626127
12691624,12626127
12476644,12626127
26024340,12626127
12814063,12626127
26103313,12626127
108761427,12626127
13052330,12626127
12483272,12626127
107212800,12626127
111925973,12626127
12830257,12626127
13069249,12626127
12471892,12626127
12547551,12626127
111944445,12626127
12531992,12626127
111965947,12626127
12568050,12626127
12682348,12626127
111811817,12626127
13079315,12626127
12541834,12626127
12530775,12626127
26061901,12626127
12837537,12626127
115081979,12626127
13089500,12626127
118060542,12626127
13462622,12626127
12564686,12626127
12501816,12626127
12616118,12626127
118025526,12626127
111808691,12626127
111888292,12626127
13051125,12626127
26063141,12626127
107350590,12626127
12399562,12626127
118086662,12626127
12682073,12626127
111890438,12626127
111828071,12626127
13596670,12626127
13647775,12626127
26059330,12626127
12709057,12626127
111808467,12626127
26000330,12626127
12431117,12626127
12464316,12626127
12671785,12626127
118053990,12626127
12517913,12626127
12700535,12626127
13038944,12626127
12492267,12626127
12457816,12626127
118643582,12626127
106931912,12626127
13065642,12626127
115076081,12626127
12825721,12626127
115252105,12626127
14019657,12626127
12545253,12626127
13121138,12626127
12819690,12626127
12602600,12626127
112768083,12626127
12783648,12626127
13048018,12626127
112303974,12626127
118656090,12626127
12848095,12626127
111945983,12626127
111569245,12626127
107344313,12626127
118032428,12626127
15201514,12626127
12439392,12626127
12657598,12626127
13097058,12626127
12461500,12626127
118084859,12626127
12636184,12626127
12837135,12626127
114927953,12626127
12819788,12626127
12796842,12626127
111646513,12626127
111867818,12626127
91960063,12626127
26105553,12626127
12472357,12626127
111871206,12626127
12614637,12626127
12839521,12626127
12416803,12626127
13633717,12626127
14013745,12626127
12662830,12626127
115020667,12626127
13094579,12626127
12669982,12626127
12828003,12626127
12696947,12626127
112400505,12626127
111955749,12626127
107460328,12626127
12672941,12626127
12617844,12626127
112672673,12626127
12666845,12626127
111833601,12626127
107194768,12626127
118071756,12626127
111826477,12626127
14018902,12626127
118023075,12626127
118617042,12626127
111811188,12626127
12507454,12626127
12578356,12626127
118635098,12626127
107297347,12626127
111907216,12626127
107312826,12626127
18469576,12626127
108752667,12626127
37131597,12626127
111661160,12626127
118038621,12626127
12501166,12626127
111832385,12626127
112673052,12626127
93346797,12626127
37126363,12626127
111866583,12626127
12784296,12626127
107209400,12626127
13389203,12626127
111895461,12626127
12533640,12626127
106912360,12626127
26011725,12626127
12464229,12626127
111886301,12626127
12584723,12626127
12555766,12626127
12663656,12626127
111770173,12626127
12527544,12626127
12824284,12626127
12627116,12626127
12415812,12626127
118088318,12626127
115078368,12626127
15205263,12626127
118640661,12626127
107265872,12626127
13120896,12626127
107328756,12626127
