tech_group,technology,detail,category,company_id
IT Services,IT Education and Training,IT Education and Training,Support Services,300be6a5-30dd-4ea5-aabb-eff2d8d1a572
Software,Software Quality and Life Cycle Tools,Software Quality and Life Cycle Tools,Application Development & Deployment,300be6a5-30dd-4ea5-aabb-eff2d8d1a572
Software,Production Applications,Production Applications,Applications,300be6a5-30dd-4ea5-aabb-eff2d8d1a572
IT Services,Application Development,Custom Application Development,Project Oriented,300be6a5-30dd-4ea5-aabb-eff2d8d1a572
IT Services,IT Deploy and Support,Software Deploy and Support,Support Services,300be6a5-30dd-4ea5-aabb-eff2d8d1a572
Software,Enterprise Resource Management (ERM) Applications,Enterprise Resource Management (ERM) Applications,Applications,300be6a5-30dd-4ea5-aabb-eff2d8d1a572
Software,Supply Chain Management (SCM) Applications,Supply Chain Management (SCM) Applications,Applications,300be6a5-30dd-4ea5-aabb-eff2d8d1a572
IT Services,Systems and Network Implementations,Systems Integration,Project Oriented,300be6a5-30dd-4ea5-aabb-eff2d8d1a572
IT Services,IT Consulting,IT Consulting,Project Oriented,300be6a5-30dd-4ea5-aabb-eff2d8d1a572
Software,Artificial Intelligence Platforms,Artificial Intelligence Platforms,Application Development & Deployment,300be6a5-30dd-4ea5-aabb-eff2d8d1a572
Software,Security Software,Security Software,System Infrastructure Software,300be6a5-30dd-4ea5-aabb-eff2d8d1a572
Software,Customer Relationship Management (CRM) Applications,Customer Relationship Management (CRM) Applications,Applications,300be6a5-30dd-4ea5-aabb-eff2d8d1a572
Software,Enterprise Resource Management (ERM) Applications,Enterprise Resource Management (ERM) Applications,Applications,68bf8fe1-c234-47bf-96d1-ffef758e2a45
Hardware,Server/Storage,Server/Storage,Infrastructure,68bf8fe1-c234-47bf-96d1-ffef758e2a45
Software,Production Applications,Production Applications,Applications,68bf8fe1-c234-47bf-96d1-ffef758e2a45
Business Services,Key Horizontal BPO,Key Horizontal BPO,Managed Services,68bf8fe1-c234-47bf-96d1-ffef758e2a45
Software,Collaborative Applications,Collaborative Applications,Applications,68bf8fe1-c234-47bf-96d1-ffef758e2a45
Software,Analytics and Business Intelligence Software,Analytics and Business Intelligence Software,Application Development & Deployment,68bf8fe1-c234-47bf-96d1-ffef758e2a45
Software,Customer Relationship Management (CRM) Applications,Customer Relationship Management (CRM) Applications,Applications,68bf8fe1-c234-47bf-96d1-ffef758e2a45
IT Services,IT Deploy and Support,Hardware Deploy and Support,Support Services,ededc560-d00f-4f1c-8ff1-c6799cf13d4e
IT Services,Technology Outsourcing,Hosted Application Management,Managed Services,ededc560-d00f-4f1c-8ff1-c6799cf13d4e
Software,Supply Chain Management (SCM) Applications,Supply Chain Management (SCM) Applications,Applications,ededc560-d00f-4f1c-8ff1-c6799cf13d4e
IT Services,IT Deploy and Support,Software Deploy and Support,Support Services,ededc560-d00f-4f1c-8ff1-c6799cf13d4e
Software,System and Service Management Software,System and Service Management Software,System Infrastructure Software,ededc560-d00f-4f1c-8ff1-c6799cf13d4e
Business Services,Business Consulting,Business Consulting,Project Oriented,ededc560-d00f-4f1c-8ff1-c6799cf13d4e
Hardware,Network Equipment,Network Equipment,Infrastructure,ededc560-d00f-4f1c-8ff1-c6799cf13d4e
Hardware,Server/Storage,Server/Storage,Infrastructure,ededc560-d00f-4f1c-8ff1-c6799cf13d4e
Hardware,Personal Computing Device,Desktop,Devices,ededc560-d00f-4f1c-8ff1-c6799cf13d4e
Software,Content Workflow and Management Applications,Content Workflow and Management Applications,Applications,ededc560-d00f-4f1c-8ff1-c6799cf13d4e
IT Services,Technology Outsourcing,Hosting Infrastructure Services,Managed Services,ededc560-d00f-4f1c-8ff1-c6799cf13d4e
Hardware,Personal Computing Device,Notebook,Devices,ededc560-d00f-4f1c-8ff1-c6799cf13d4e
Software,Customer Relationship Management (CRM) Applications,Customer Relationship Management (CRM) Applications,Applications,ededc560-d00f-4f1c-8ff1-c6799cf13d4e
Hardware,Peripheral,Hardcopy Peripheral,Devices,ededc560-d00f-4f1c-8ff1-c6799cf13d4e
IT Services,Systems and Network Implementations,Network Consulting and Integration,Project Oriented,ededc560-d00f-4f1c-8ff1-c6799cf13d4e
Software,Security Software,Security Software,System Infrastructure Software,ededc560-d00f-4f1c-8ff1-c6799cf13d4e
Software,Software Quality and Life Cycle Tools,Software Quality and Life Cycle Tools,Application Development & Deployment,9c3d388a-afda-4559-a676-24fc52a1beb1
Software,Data Management Software,Data Management Software,Application Development & Deployment,9c3d388a-afda-4559-a676-24fc52a1beb1
Software,Customer Relationship Management (CRM) Applications,Customer Relationship Management (CRM) Applications,Applications,9c3d388a-afda-4559-a676-24fc52a1beb1
Software,Supply Chain Management (SCM) Applications,Supply Chain Management (SCM) Applications,Applications,9c3d388a-afda-4559-a676-24fc52a1beb1
Software,Storage Software,Storage Software,System Infrastructure Software,9c3d388a-afda-4559-a676-24fc52a1beb1
Software,Analytics and Business Intelligence Software,Analytics and Business Intelligence Software,Application Development & Deployment,9c3d388a-afda-4559-a676-24fc52a1beb1
IT Services,IT Consulting,IT Consulting,Project Oriented,9c3d388a-afda-4559-a676-24fc52a1beb1
Software,Artificial Intelligence Platforms,Artificial Intelligence Platforms,Application Development & Deployment,9c3d388a-afda-4559-a676-24fc52a1beb1
Software,System and Service Management Software,System and Service Management Software,System Infrastructure Software,9c3d388a-afda-4559-a676-24fc52a1beb1
Software,Integration and Orchestration Middleware,Integration and Orchestration Middleware,Application Development & Deployment,9c3d388a-afda-4559-a676-24fc52a1beb1
Hardware,Personal Computing Device,Desktop,Devices,9c3d388a-afda-4559-a676-24fc52a1beb1
Software,Collaborative Applications,Collaborative Applications,Applications,9c3d388a-afda-4559-a676-24fc52a1beb1
Software,Physical and Virtual Computing Software,Physical and Virtual Computing Software,System Infrastructure Software,9c3d388a-afda-4559-a676-24fc52a1beb1
Business Services,Business Consulting,Business Consulting,Project Oriented,9c3d388a-afda-4559-a676-24fc52a1beb1
Software,Application Development Software,Application Development Software,Application Development & Deployment,9c3d388a-afda-4559-a676-24fc52a1beb1
Software,Enterprise Resource Management (ERM) Applications,Enterprise Resource Management (ERM) Applications,Applications,9c3d388a-afda-4559-a676-24fc52a1beb1
Software,Security Software,Security Software,System Infrastructure Software,9c3d388a-afda-4559-a676-24fc52a1beb1
Software,Production Applications,Production Applications,Applications,9c3d388a-afda-4559-a676-24fc52a1beb1
IT Services,Application Development,Custom Application Development,Project Oriented,9c3d388a-afda-4559-a676-24fc52a1beb1
Software,Application Platforms,Application Platforms,Application Development & Deployment,9c3d388a-afda-4559-a676-24fc52a1beb1
Software,Content Workflow and Management Applications,Content Workflow and Management Applications,Applications,9c3d388a-afda-4559-a676-24fc52a1beb1
Software,Engineering Applications,Engineering Applications,Applications,9c3d388a-afda-4559-a676-24fc52a1beb1
Software,Security Software,Security Software,System Infrastructure Software,77bd6495-fe00-401b-9259-0e5f9a19f6b3
Software,System and Service Management Software,System and Service Management Software,System Infrastructure Software,77bd6495-fe00-401b-9259-0e5f9a19f6b3
Software,Enterprise Resource Management (ERM) Applications,Enterprise Resource Management (ERM) Applications,Applications,77bd6495-fe00-401b-9259-0e5f9a19f6b3
IT Services,Systems and Network Implementations,Network Consulting and Integration,Project Oriented,77bd6495-fe00-401b-9259-0e5f9a19f6b3
Software,Application Platforms,Application Platforms,Application Development & Deployment,826b73db-d111-4619-9d85-481e721eb780
IT Services,IT Deploy and Support,Hardware Deploy and Support,Support Services,826b73db-d111-4619-9d85-481e721eb780
Business Services,Business Consulting,Business Consulting,Project Oriented,826b73db-d111-4619-9d85-481e721eb780
IT Services,Application Development,Custom Application Development,Project Oriented,06f37015-c2a4-4879-996a-b803c0c60f15
Software,System and Service Management Software,System and Service Management Software,System Infrastructure Software,06f37015-c2a4-4879-996a-b803c0c60f15
IT Services,IT Deploy and Support,Hardware Deploy and Support,Support Services,06f37015-c2a4-4879-996a-b803c0c60f15
IT Services,Systems and Network Implementations,Network Consulting and Integration,Project Oriented,06f37015-c2a4-4879-996a-b803c0c60f15
Hardware,Server/Storage,Server/Storage,Infrastructure,06f37015-c2a4-4879-996a-b803c0c60f15
IT Services,Technology Outsourcing,IT Outsourcing,Managed Services,06f37015-c2a4-4879-996a-b803c0c60f15
Software,Customer Relationship Management (CRM) Applications,Customer Relationship Management (CRM) Applications,Applications,06f37015-c2a4-4879-996a-b803c0c60f15
Hardware,Network Equipment,Network Equipment,Infrastructure,06f37015-c2a4-4879-996a-b803c0c60f15
Software,Security Software,Security Software,System Infrastructure Software,1aec77ca-e1f0-41ab-8144-f39cc2b834be
Hardware,Peripheral,Hardcopy Peripheral,Devices,1aec77ca-e1f0-41ab-8144-f39cc2b834be
Hardware,Personal Computing Device,Desktop,Devices,1aec77ca-e1f0-41ab-8144-f39cc2b834be
IT Services,IT Deploy and Support,Hardware Deploy and Support,Support Services,1aec77ca-e1f0-41ab-8144-f39cc2b834be
Hardware,Network Equipment,Network Equipment,Infrastructure,1aec77ca-e1f0-41ab-8144-f39cc2b834be
Hardware,Server/Storage,Server/Storage,Infrastructure,1aec77ca-e1f0-41ab-8144-f39cc2b834be
Software,Content Workflow and Management Applications,Content Workflow and Management Applications,Applications,8f69def6-6789-41ec-9b6f-0eb21de888be
Software,System and Service Management Software,System and Service Management Software,System Infrastructure Software,e8b6b6c5-0a7b-4e07-8169-33d1170203fc
Software,Enterprise Resource Management (ERM) Applications,Enterprise Resource Management (ERM) Applications,Applications,e8b6b6c5-0a7b-4e07-8169-33d1170203fc
Software,Security Software,Security Software,System Infrastructure Software,e8b6b6c5-0a7b-4e07-8169-33d1170203fc
Business Services,Key Horizontal BPO,Key Horizontal BPO,Managed Services,175124af-9ef8-4aa6-9d3e-3bcaca451d3d
IT Services,Technology Outsourcing,Application Management,Managed Services,175124af-9ef8-4aa6-9d3e-3bcaca451d3d
Software,Collaborative Applications,Collaborative Applications,Applications,175124af-9ef8-4aa6-9d3e-3bcaca451d3d
Software,Physical and Virtual Computing Software,Physical and Virtual Computing Software,System Infrastructure Software,175124af-9ef8-4aa6-9d3e-3bcaca451d3d
Software,Enterprise Resource Management (ERM) Applications,Enterprise Resource Management (ERM) Applications,Applications,175124af-9ef8-4aa6-9d3e-3bcaca451d3d
Hardware,Server/Storage,Server/Storage,Infrastructure,175124af-9ef8-4aa6-9d3e-3bcaca451d3d
Software,Production Applications,Production Applications,Applications,175124af-9ef8-4aa6-9d3e-3bcaca451d3d
IT Services,IT Education and Training,IT Education and Training,Support Services,175124af-9ef8-4aa6-9d3e-3bcaca451d3d
Software,Data Management Software,Data Management Software,Application Development & Deployment,175124af-9ef8-4aa6-9d3e-3bcaca451d3d
Software,Analytics and Business Intelligence Software,Analytics and Business Intelligence Software,Application Development & Deployment,175124af-9ef8-4aa6-9d3e-3bcaca451d3d
Software,Content Workflow and Management Applications,Content Workflow and Management Applications,Applications,175124af-9ef8-4aa6-9d3e-3bcaca451d3d
Software,Security Software,Security Software,System Infrastructure Software,175124af-9ef8-4aa6-9d3e-3bcaca451d3d
Software,Engineering Applications,Engineering Applications,Applications,1609a28b-ff57-4b0c-a168-cede904aecb9
Software,Artificial Intelligence Platforms,Artificial Intelligence Platforms,Application Development & Deployment,1609a28b-ff57-4b0c-a168-cede904aecb9
Software,Analytics and Business Intelligence Software,Analytics and Business Intelligence Software,Application Development & Deployment,1609a28b-ff57-4b0c-a168-cede904aecb9
IT Services,Systems and Network Implementations,Network Consulting and Integration,Project Oriented,1609a28b-ff57-4b0c-a168-cede904aecb9
Software,Production Applications,Production Applications,Applications,1609a28b-ff57-4b0c-a168-cede904aecb9
Software,Security Software,Security Software,System Infrastructure Software,1609a28b-ff57-4b0c-a168-cede904aecb9
Software,Collaborative Applications,Collaborative Applications,Applications,1609a28b-ff57-4b0c-a168-cede904aecb9
IT Services,IT Education and Training,IT Education and Training,Support Services,1609a28b-ff57-4b0c-a168-cede904aecb9
Hardware,Server/Storage,Server/Storage,Infrastructure,1609a28b-ff57-4b0c-a168-cede904aecb9
Software,Integration and Orchestration Middleware,Integration and Orchestration Middleware,Application Development & Deployment,1609a28b-ff57-4b0c-a168-cede904aecb9
IT Services,IT Deploy and Support,Software Deploy and Support,Support Services,1609a28b-ff57-4b0c-a168-cede904aecb9
IT Services,Systems and Network Implementations,Systems Integration,Project Oriented,1609a28b-ff57-4b0c-a168-cede904aecb9
Software,Data Management Software,Data Management Software,Application Development & Deployment,1609a28b-ff57-4b0c-a168-cede904aecb9
Software,Customer Relationship Management (CRM) Applications,Customer Relationship Management (CRM) Applications,Applications,1609a28b-ff57-4b0c-a168-cede904aecb9
Software,Physical and Virtual Computing Software,Physical and Virtual Computing Software,System Infrastructure Software,1609a28b-ff57-4b0c-a168-cede904aecb9
Software,Content Workflow and Management Applications,Content Workflow and Management Applications,Applications,1609a28b-ff57-4b0c-a168-cede904aecb9
IT Services,Technology Outsourcing,IT Outsourcing,Managed Services,1609a28b-ff57-4b0c-a168-cede904aecb9
Software,Supply Chain Management (SCM) Applications,Supply Chain Management (SCM) Applications,Applications,1609a28b-ff57-4b0c-a168-cede904aecb9
IT Services,Application Development,Custom Application Development,Project Oriented,1609a28b-ff57-4b0c-a168-cede904aecb9
IT Services,IT Deploy and Support,Hardware Deploy and Support,Support Services,1609a28b-ff57-4b0c-a168-cede904aecb9
IT Services,IT Consulting,IT Consulting,Project Oriented,1609a28b-ff57-4b0c-a168-cede904aecb9
Software,Enterprise Resource Management (ERM) Applications,Enterprise Resource Management (ERM) Applications,Applications,1609a28b-ff57-4b0c-a168-cede904aecb9
Software,Security Software,Security Software,System Infrastructure Software,3a6ddb7d-e233-4151-ac1e-abde91d3f19e
Software,Content Workflow and Management Applications,Content Workflow and Management Applications,Applications,3a6ddb7d-e233-4151-ac1e-abde91d3f19e
IT Services,IT Deploy and Support,Software Deploy and Support,Support Services,3a6ddb7d-e233-4151-ac1e-abde91d3f19e
Software,Application Platforms,Application Platforms,Application Development & Deployment,3a6ddb7d-e233-4151-ac1e-abde91d3f19e
Software,Data Management Software,Data Management Software,Application Development & Deployment,3a6ddb7d-e233-4151-ac1e-abde91d3f19e
IT Services,Application Development,Custom Application Development,Project Oriented,3a6ddb7d-e233-4151-ac1e-abde91d3f19e
Software,Customer Relationship Management (CRM) Applications,Customer Relationship Management (CRM) Applications,Applications,3a6ddb7d-e233-4151-ac1e-abde91d3f19e
IT Services,Application Development,Custom Application Development,Project Oriented,77f66152-92aa-4baf-86de-f36f9bb05bfb
Hardware,Personal Computing Device,Desktop,Devices,77f66152-92aa-4baf-86de-f36f9bb05bfb
Software,System and Service Management Software,System and Service Management Software,System Infrastructure Software,77f66152-92aa-4baf-86de-f36f9bb05bfb
IT Services,IT Deploy and Support,Hardware Deploy and Support,Support Services,77f66152-92aa-4baf-86de-f36f9bb05bfb
IT Services,Application Development,Custom Application Development,Project Oriented,0204f24e-7b59-4e82-8ef9-6e5efbeb5f06
IT Services,Systems and Network Implementations,Network Consulting and Integration,Project Oriented,0204f24e-7b59-4e82-8ef9-6e5efbeb5f06
Software,Data Management Software,Data Management Software,Application Development & Deployment,0204f24e-7b59-4e82-8ef9-6e5efbeb5f06
Software,Collaborative Applications,Collaborative Applications,Applications,0204f24e-7b59-4e82-8ef9-6e5efbeb5f06
Software,Artificial Intelligence Platforms,Artificial Intelligence Platforms,Application Development & Deployment,0204f24e-7b59-4e82-8ef9-6e5efbeb5f06
Software,Analytics and Business Intelligence Software,Analytics and Business Intelligence Software,Application Development & Deployment,0204f24e-7b59-4e82-8ef9-6e5efbeb5f06
Software,Enterprise Resource Management (ERM) Applications,Enterprise Resource Management (ERM) Applications,Applications,0204f24e-7b59-4e82-8ef9-6e5efbeb5f06
IT Services,IT Education and Training,IT Education and Training,Support Services,0204f24e-7b59-4e82-8ef9-6e5efbeb5f06
IT Services,Systems and Network Implementations,Systems Integration,Project Oriented,0204f24e-7b59-4e82-8ef9-6e5efbeb5f06
Hardware,Server/Storage,Server/Storage,Infrastructure,0204f24e-7b59-4e82-8ef9-6e5efbeb5f06
Software,Customer Relationship Management (CRM) Applications,Customer Relationship Management (CRM) Applications,Applications,0204f24e-7b59-4e82-8ef9-6e5efbeb5f06
IT Services,Technology Outsourcing,Network and Endpoint Outsourcing Services,Managed Services,0204f24e-7b59-4e82-8ef9-6e5efbeb5f06
Software,Integration and Orchestration Middleware,Integration and Orchestration Middleware,Application Development & Deployment,0204f24e-7b59-4e82-8ef9-6e5efbeb5f06
IT Services,IT Consulting,IT Consulting,Project Oriented,0204f24e-7b59-4e82-8ef9-6e5efbeb5f06
Software,Supply Chain Management (SCM) Applications,Supply Chain Management (SCM) Applications,Applications,0204f24e-7b59-4e82-8ef9-6e5efbeb5f06
Hardware,Personal Computing Device,Desktop,Devices,0204f24e-7b59-4e82-8ef9-6e5efbeb5f06
Software,Security Software,Security Software,System Infrastructure Software,d3c9f694-c175-4d9f-b285-a5d9f1361ede
IT Services,IT Consulting,IT Consulting,Project Oriented,d3c9f694-c175-4d9f-b285-a5d9f1361ede
IT Services,Systems and Network Implementations,Network Consulting and Integration,Project Oriented,d3c9f694-c175-4d9f-b285-a5d9f1361ede
IT Services,Technology Outsourcing,IT Outsourcing,Managed Services,d3c9f694-c175-4d9f-b285-a5d9f1361ede
IT Services,Application Development,Custom Application Development,Project Oriented,d3c9f694-c175-4d9f-b285-a5d9f1361ede
IT Services,Technology Outsourcing,Hosting Infrastructure Services,Managed Services,d3c9f694-c175-4d9f-b285-a5d9f1361ede
Hardware,Server/Storage,Server/Storage,Infrastructure,d3c9f694-c175-4d9f-b285-a5d9f1361ede
Software,Engineering Applications,Engineering Applications,Applications,3b3fef71-463b-467a-85d4-ade046b2ef3e
Software,Application Platforms,Application Platforms,Application Development & Deployment,3b3fef71-463b-467a-85d4-ade046b2ef3e
Software,System and Service Management Software,System and Service Management Software,System Infrastructure Software,3b3fef71-463b-467a-85d4-ade046b2ef3e
Software,Content Workflow and Management Applications,Content Workflow and Management Applications,Applications,3b3fef71-463b-467a-85d4-ade046b2ef3e
IT Services,IT Deploy and Support,Software Deploy and Support,Support Services,3b3fef71-463b-467a-85d4-ade046b2ef3e
Software,Software Quality and Life Cycle Tools,Software Quality and Life Cycle Tools,Application Development & Deployment,3b3fef71-463b-467a-85d4-ade046b2ef3e
Software,Production Applications,Production Applications,Applications,3b3fef71-463b-467a-85d4-ade046b2ef3e
Software,Enterprise Resource Management (ERM) Applications,Enterprise Resource Management (ERM) Applications,Applications,3b3fef71-463b-467a-85d4-ade046b2ef3e
Business Services,Business Consulting,Business Consulting,Project Oriented,3b3fef71-463b-467a-85d4-ade046b2ef3e
Software,Supply Chain Management (SCM) Applications,Supply Chain Management (SCM) Applications,Applications,3b3fef71-463b-467a-85d4-ade046b2ef3e
Software,Physical and Virtual Computing Software,Physical and Virtual Computing Software,System Infrastructure Software,3b3fef71-463b-467a-85d4-ade046b2ef3e
Software,Data Management Software,Data Management Software,Application Development & Deployment,3b3fef71-463b-467a-85d4-ade046b2ef3e
IT Services,Technology Outsourcing,Application Management,Managed Services,3b3fef71-463b-467a-85d4-ade046b2ef3e
Software,Security Software,Security Software,System Infrastructure Software,3b3fef71-463b-467a-85d4-ade046b2ef3e
Software,Customer Relationship Management (CRM) Applications,Customer Relationship Management (CRM) Applications,Applications,3b3fef71-463b-467a-85d4-ade046b2ef3e
Software,Application Development Software,Application Development Software,Application Development & Deployment,3b3fef71-463b-467a-85d4-ade046b2ef3e
Software,Artificial Intelligence Platforms,Artificial Intelligence Platforms,Application Development & Deployment,3b3fef71-463b-467a-85d4-ade046b2ef3e
Software,Integration and Orchestration Middleware,Integration and Orchestration Middleware,Application Development & Deployment,3b3fef71-463b-467a-85d4-ade046b2ef3e
Software,Collaborative Applications,Collaborative Applications,Applications,3b3fef71-463b-467a-85d4-ade046b2ef3e
Software,Analytics and Business Intelligence Software,Analytics and Business Intelligence Software,Application Development & Deployment,3b3fef71-463b-467a-85d4-ade046b2ef3e
Software,Content Workflow and Management Applications,Content Workflow and Management Applications,Applications,3b1992c9-1e9a-49c4-8e37-828ff62eaf5d
Software,Enterprise Resource Management (ERM) Applications,Enterprise Resource Management (ERM) Applications,Applications,3b1992c9-1e9a-49c4-8e37-828ff62eaf5d
Software,Physical and Virtual Computing Software,Physical and Virtual Computing Software,System Infrastructure Software,3b1992c9-1e9a-49c4-8e37-828ff62eaf5d
Software,Storage Software,Storage Software,System Infrastructure Software,3b1992c9-1e9a-49c4-8e37-828ff62eaf5d
Software,Analytics and Business Intelligence Software,Analytics and Business Intelligence Software,Application Development & Deployment,3b1992c9-1e9a-49c4-8e37-828ff62eaf5d
IT Services,IT Education and Training,IT Education and Training,Support Services,3b1992c9-1e9a-49c4-8e37-828ff62eaf5d
Software,Production Applications,Production Applications,Applications,3b1992c9-1e9a-49c4-8e37-828ff62eaf5d
Business Services,Key Horizontal BPO,Key Horizontal BPO,Managed Services,7528d4c8-5e77-4fab-8aa7-5ef2390e16f2
Software,Collaborative Applications,Collaborative Applications,Applications,7528d4c8-5e77-4fab-8aa7-5ef2390e16f2
Software,Content Workflow and Management Applications,Content Workflow and Management Applications,Applications,7528d4c8-5e77-4fab-8aa7-5ef2390e16f2
IT Services,Systems and Network Implementations,Network Consulting and Integration,Project Oriented,7528d4c8-5e77-4fab-8aa7-5ef2390e16f2
IT Services,IT Consulting,IT Consulting,Project Oriented,7528d4c8-5e77-4fab-8aa7-5ef2390e16f2
Software,Analytics and Business Intelligence Software,Analytics and Business Intelligence Software,Application Development & Deployment,7528d4c8-5e77-4fab-8aa7-5ef2390e16f2
IT Services,Application Development,Custom Application Development,Project Oriented,7528d4c8-5e77-4fab-8aa7-5ef2390e16f2
Software,Enterprise Resource Management (ERM) Applications,Enterprise Resource Management (ERM) Applications,Applications,7528d4c8-5e77-4fab-8aa7-5ef2390e16f2
Software,Customer Relationship Management (CRM) Applications,Customer Relationship Management (CRM) Applications,Applications,a52605b3-d28e-4fde-9c8b-0d9bf1171b1a
IT Services,IT Consulting,IT Consulting,Project Oriented,a52605b3-d28e-4fde-9c8b-0d9bf1171b1a
IT Services,IT Deploy and Support,Hardware Deploy and Support,Support Services,a52605b3-d28e-4fde-9c8b-0d9bf1171b1a
Business Services,Key Horizontal BPO,Key Horizontal BPO,Managed Services,a52605b3-d28e-4fde-9c8b-0d9bf1171b1a
IT Services,Technology Outsourcing,Hosting Infrastructure Services,Managed Services,a52605b3-d28e-4fde-9c8b-0d9bf1171b1a
Software,Content Workflow and Management Applications,Content Workflow and Management Applications,Applications,a52605b3-d28e-4fde-9c8b-0d9bf1171b1a
Software,Security Software,Security Software,System Infrastructure Software,a52605b3-d28e-4fde-9c8b-0d9bf1171b1a
Software,Enterprise Resource Management (ERM) Applications,Enterprise Resource Management (ERM) Applications,Applications,a52605b3-d28e-4fde-9c8b-0d9bf1171b1a
Software,Software Quality and Life Cycle Tools,Software Quality and Life Cycle Tools,Application Development & Deployment,a52605b3-d28e-4fde-9c8b-0d9bf1171b1a
IT Services,Application Development,Custom Application Development,Project Oriented,a52605b3-d28e-4fde-9c8b-0d9bf1171b1a
Hardware,Network Equipment,Network Equipment,Infrastructure,a52605b3-d28e-4fde-9c8b-0d9bf1171b1a
IT Services,IT Education and Training,IT Education and Training,Support Services,a52605b3-d28e-4fde-9c8b-0d9bf1171b1a
Software,Customer Relationship Management (CRM) Applications,Customer Relationship Management (CRM) Applications,Applications,2ceccb28-faab-4d1c-a478-7f3f08809427
Software,Enterprise Resource Management (ERM) Applications,Enterprise Resource Management (ERM) Applications,Applications,2ceccb28-faab-4d1c-a478-7f3f08809427
IT Services,Technology Outsourcing,Application Management,Managed Services,2ceccb28-faab-4d1c-a478-7f3f08809427
IT Services,Systems and Network Implementations,Network Consulting and Integration,Project Oriented,2ceccb28-faab-4d1c-a478-7f3f08809427
Software,Security Software,Security Software,System Infrastructure Software,2ceccb28-faab-4d1c-a478-7f3f08809427
Software,Application Development Software,Application Development Software,Application Development & Deployment,2ceccb28-faab-4d1c-a478-7f3f08809427
Software,Production Applications,Production Applications,Applications,2ceccb28-faab-4d1c-a478-7f3f08809427
Hardware,Network Equipment,Network Equipment,Infrastructure,2ceccb28-faab-4d1c-a478-7f3f08809427
Software,Analytics and Business Intelligence Software,Analytics and Business Intelligence Software,Application Development & Deployment,2ceccb28-faab-4d1c-a478-7f3f08809427
IT Services,Application Development,Custom Application Development,Project Oriented,2ceccb28-faab-4d1c-a478-7f3f08809427
IT Services,IT Deploy and Support,Software Deploy and Support,Support Services,2ceccb28-faab-4d1c-a478-7f3f08809427
Software,Artificial Intelligence Platforms,Artificial Intelligence Platforms,Application Development & Deployment,b5944541-baa6-4483-b6ed-9856c3288b94
Software,Endpoint Management Software,Endpoint Management Software,System Infrastructure Software,b5944541-baa6-4483-b6ed-9856c3288b94
Hardware,Server/Storage,Server/Storage,Infrastructure,b5944541-baa6-4483-b6ed-9856c3288b94
IT Services,IT Deploy and Support,Hardware Deploy and Support,Support Services,b5944541-baa6-4483-b6ed-9856c3288b94
Software,Security Software,Security Software,System Infrastructure Software,b5944541-baa6-4483-b6ed-9856c3288b94
Software,Application Platforms,Application Platforms,Application Development & Deployment,b5944541-baa6-4483-b6ed-9856c3288b94
IT Services,Technology Outsourcing,Application Management,Managed Services,b5944541-baa6-4483-b6ed-9856c3288b94
IT Services,Application Development,Custom Application Development,Project Oriented,8ad3ac13-1111-42b1-8dba-0569f616b8db
Software,Security Software,Security Software,System Infrastructure Software,8ad3ac13-1111-42b1-8dba-0569f616b8db
Software,Artificial Intelligence Platforms,Artificial Intelligence Platforms,Application Development & Deployment,8ad3ac13-1111-42b1-8dba-0569f616b8db
Software,Customer Relationship Management (CRM) Applications,Customer Relationship Management (CRM) Applications,Applications,8ad3ac13-1111-42b1-8dba-0569f616b8db
Software,Security Software,Security Software,System Infrastructure Software,b5bbbf9c-115d-4009-bd69-485420977049
Hardware,Network Equipment,Network Equipment,Infrastructure,b5bbbf9c-115d-4009-bd69-485420977049
IT Services,Application Development,Custom Application Development,Project Oriented,23dbf9ca-1398-41e8-8252-eeb61f68e6fc
IT Services,IT Deploy and Support,Software Deploy and Support,Support Services,23dbf9ca-1398-41e8-8252-eeb61f68e6fc
Software,Analytics and Business Intelligence Software,Analytics and Business Intelligence Software,Application Development & Deployment,23dbf9ca-1398-41e8-8252-eeb61f68e6fc
Software,Enterprise Resource Management (ERM) Applications,Enterprise Resource Management (ERM) Applications,Applications,23dbf9ca-1398-41e8-8252-eeb61f68e6fc
Hardware,Server/Storage,Server/Storage,Infrastructure,23dbf9ca-1398-41e8-8252-eeb61f68e6fc
Software,Customer Relationship Management (CRM) Applications,Customer Relationship Management (CRM) Applications,Applications,028adea2-2f4f-4956-baf1-14c2ab41c901
Software,Content Workflow and Management Applications,Content Workflow and Management Applications,Applications,028adea2-2f4f-4956-baf1-14c2ab41c901
Software,Integration and Orchestration Middleware,Integration and Orchestration Middleware,Application Development & Deployment,028adea2-2f4f-4956-baf1-14c2ab41c901
IT Services,IT Deploy and Support,Software Deploy and Support,Support Services,028adea2-2f4f-4956-baf1-14c2ab41c901
IT Services,Application Development,Custom Application Development,Project Oriented,028adea2-2f4f-4956-baf1-14c2ab41c901
Software,Physical and Virtual Computing Software,Physical and Virtual Computing Software,System Infrastructure Software,028adea2-2f4f-4956-baf1-14c2ab41c901
Software,Analytics and Business Intelligence Software,Analytics and Business Intelligence Software,Application Development & Deployment,028adea2-2f4f-4956-baf1-14c2ab41c901
Software,Application Platforms,Application Platforms,Application Development & Deployment,028adea2-2f4f-4956-baf1-14c2ab41c901
Software,Artificial Intelligence Platforms,Artificial Intelligence Platforms,Application Development & Deployment,028adea2-2f4f-4956-baf1-14c2ab41c901
