relevance,company_id
83.08894941153372,6eda8c69-8e7e-4d3f-af25-12afd998ce3c
81.39438127992953,87f6499b-f4b3-4eca-a529-c35595d2fd91
80.91678518944238,cf7cfb0c-e346-4d68-be49-04665074116b
80.44360366078543,3e3b6211-5bdf-4fd3-8765-0798693d7361
79.64887848584706,12e5887e-20f2-47d1-baec-0d6260a75756
81.3493747016887,5cf076a9-db69-4399-9f53-e775cb97029a
79.34290141174002,1b5d986f-e30a-4996-bbaa-490ccc4022f6
79.39762068293624,946f8dcf-719a-4f43-9c25-509600566962
79.94409472817297,8f8446cb-8873-4984-8814-3741fe241ad0
78.94936338922737,27b55936-82a6-49a1-b119-0368b3d00115
77.23642746790577,8fd4e051-808b-4724-8771-56cd54ef9d45
78.18530803646098,99b5fca7-28cf-481c-b78c-e02c5bd2dc59
79.69315489415092,05e2a9dd-0204-4d54-a473-c2a309b1f1ff
80.381510241321,5bd69fb7-944d-4f75-9c62-5405464def5a
80.68993212873492,8549a90a-895b-49e6-a568-9c8d4a2205c5
79.65965878496301,a484440d-0625-48e5-ba2f-6752c135bcdf
77.1106830457507,590a513c-4fe1-44d1-a63a-93de3bce9b57
78.55832854122768,2409b847-90f1-497a-9925-bc1ee7be67a5
79.42802592752213,4f18d368-4916-4955-8012-b4cfe1012684
80.96521377459602,83b30253-ae03-4474-bbfa-e45cd0185299
77.84925306006048,c8648697-09ae-406a-a786-c1240beb70a1
78.64828086109945,46a9bac8-6d76-4a7a-ad03-5d8e0d76c019
78.03847796541673,01a40b69-4327-476f-acde-30c29e77731e
78.70062364274193,0b6b2074-f52a-4156-8d6a-65d0bb6a7284
79.0050774764027,d4192b7e-93ca-42ef-bd57-960bc4bb12d7
79.16217547021108,5c620805-6b26-4431-9924-8455a45369d7
79.49316743993786,ba506c04-8f05-46a3-8050-3d53408077e8
78.11313704002185,07e1a337-8f67-4fa7-b7ba-d9cfe6a10387
79.37820379376818,efe98746-63ea-4c69-aa96-51eb77bdc468
76.68237039563337,af059538-08cb-446d-a542-84223c52cf7b
77.53835289048322,5443e6df-7c92-4d6d-bdab-30c87b4b7848
