company_id,industry_id
31f4f889-5c6a-4867-b12d-d70e0b1ede37,5cd381bc-be15-4061-915b-85d27497ce52
31f4f889-5c6a-4867-b12d-d70e0b1ede37,a92c65a8-2401-492e-ac6f-97d63dfc3ee9
31f4f889-5c6a-4867-b12d-d70e0b1ede37,2e697f58-6498-4332-8ef3-db20cc0cb0a0
31f4f889-5c6a-4867-b12d-d70e0b1ede37,fb8cf6db-03f9-4a24-8423-4bb83931ed1a
31f4f889-5c6a-4867-b12d-d70e0b1ede37,41ff311d-6f91-4098-996e-1a44ed3a6efd
31f4f889-5c6a-4867-b12d-d70e0b1ede37,b48e86a7-8a9b-4700-9f92-c207b568ffbf
31f4f889-5c6a-4867-b12d-d70e0b1ede37,5d06b8ae-8cb9-478a-bab9-fd0206cce15c
025d9464-547d-4d96-a716-bb36bf0d1f55,0f934d48-a644-45e6-94f7-0f76f60fad15
3da23ea0-4997-4c21-88f6-8cee4d17e40a,0f934d48-a644-45e6-94f7-0f76f60fad15
aadab715-a81f-4354-a700-a5689ffb2341,a92c65a8-2401-492e-ac6f-97d63dfc3ee9
aadab715-a81f-4354-a700-a5689ffb2341,2e697f58-6498-4332-8ef3-db20cc0cb0a0
aadab715-a81f-4354-a700-a5689ffb2341,e81e547c-3e5f-44a1-b7b3-275ba97675fa
aadab715-a81f-4354-a700-a5689ffb2341,41ff311d-6f91-4098-996e-1a44ed3a6efd
aadab715-a81f-4354-a700-a5689ffb2341,47b44ed9-2535-4f44-a7e7-2861e4fd2ae1
aadab715-a81f-4354-a700-a5689ffb2341,c666734d-66da-4e5a-afbd-f88c02dfafc3
aadab715-a81f-4354-a700-a5689ffb2341,1751f50e-43b2-4fad-b144-d33d60e9c1f6
2d6dc330-aa19-42be-a5c7-b0ae641b3d43,0f934d48-a644-45e6-94f7-0f76f60fad15
15ada0e4-fd22-4523-96a9-548e33656ad5,a92c65a8-2401-492e-ac6f-97d63dfc3ee9
15ada0e4-fd22-4523-96a9-548e33656ad5,5d06b8ae-8cb9-478a-bab9-fd0206cce15c
e02b4dfb-be6d-4dc0-b902-e6fb62b7d2e2,fb8cf6db-03f9-4a24-8423-4bb83931ed1a
e02b4dfb-be6d-4dc0-b902-e6fb62b7d2e2,cbd7e95d-3713-4c76-b796-dc1ba07e0bbf
e02b4dfb-be6d-4dc0-b902-e6fb62b7d2e2,78adfad0-b8b8-4d8d-ae0a-6b580dd26c35
e02b4dfb-be6d-4dc0-b902-e6fb62b7d2e2,4a2d6ef5-d333-46fc-9bae-33394f3f0131
e02b4dfb-be6d-4dc0-b902-e6fb62b7d2e2,d1189e89-aa14-44f5-856c-71b2773811f1
e02b4dfb-be6d-4dc0-b902-e6fb62b7d2e2,5cd381bc-be15-4061-915b-85d27497ce52
42d63ff2-8889-425f-9b86-5b7109e48354,41ff311d-6f91-4098-996e-1a44ed3a6efd
a4d47add-bff3-4365-a269-6d86aef04bc2,fb8cf6db-03f9-4a24-8423-4bb83931ed1a
a4d47add-bff3-4365-a269-6d86aef04bc2,5cd381bc-be15-4061-915b-85d27497ce52
a4d47add-bff3-4365-a269-6d86aef04bc2,41ff311d-6f91-4098-996e-1a44ed3a6efd
a4d47add-bff3-4365-a269-6d86aef04bc2,78adfad0-b8b8-4d8d-ae0a-6b580dd26c35
a4d47add-bff3-4365-a269-6d86aef04bc2,2e697f58-6498-4332-8ef3-db20cc0cb0a0
a4d47add-bff3-4365-a269-6d86aef04bc2,b48e86a7-8a9b-4700-9f92-c207b568ffbf
a5b54099-1df5-4a7f-929a-cb9e2804874a,0f934d48-a644-45e6-94f7-0f76f60fad15
8549a90a-895b-49e6-a568-9c8d4a2205c5,47b44ed9-2535-4f44-a7e7-2861e4fd2ae1
8549a90a-895b-49e6-a568-9c8d4a2205c5,a92c65a8-2401-492e-ac6f-97d63dfc3ee9
8549a90a-895b-49e6-a568-9c8d4a2205c5,1751f50e-43b2-4fad-b144-d33d60e9c1f6
8549a90a-895b-49e6-a568-9c8d4a2205c5,41ff311d-6f91-4098-996e-1a44ed3a6efd
8549a90a-895b-49e6-a568-9c8d4a2205c5,2e697f58-6498-4332-8ef3-db20cc0cb0a0
075d4f36-601b-403b-9397-4f708a576184,c666734d-66da-4e5a-afbd-f88c02dfafc3
075d4f36-601b-403b-9397-4f708a576184,47b44ed9-2535-4f44-a7e7-2861e4fd2ae1
075d4f36-601b-403b-9397-4f708a576184,a92c65a8-2401-492e-ac6f-97d63dfc3ee9
075d4f36-601b-403b-9397-4f708a576184,075f6cf8-f08e-4f4e-a694-4da00be4a19e
075d4f36-601b-403b-9397-4f708a576184,1751f50e-43b2-4fad-b144-d33d60e9c1f6
075d4f36-601b-403b-9397-4f708a576184,41ff311d-6f91-4098-996e-1a44ed3a6efd
f0ac4cd6-513f-47f2-b79a-f1b2ed21b23d,fe25566a-e7d8-4a64-bf5c-4c464b755d5f
f0ac4cd6-513f-47f2-b79a-f1b2ed21b23d,4a2d6ef5-d333-46fc-9bae-33394f3f0131
f0ac4cd6-513f-47f2-b79a-f1b2ed21b23d,a92c65a8-2401-492e-ac6f-97d63dfc3ee9
f0ac4cd6-513f-47f2-b79a-f1b2ed21b23d,c666734d-66da-4e5a-afbd-f88c02dfafc3
f0ac4cd6-513f-47f2-b79a-f1b2ed21b23d,41ff311d-6f91-4098-996e-1a44ed3a6efd
f0ac4cd6-513f-47f2-b79a-f1b2ed21b23d,e81e547c-3e5f-44a1-b7b3-275ba97675fa
f0ac4cd6-513f-47f2-b79a-f1b2ed21b23d,47b44ed9-2535-4f44-a7e7-2861e4fd2ae1
03ef0e0a-644a-4161-9030-f38a840c2679,47b44ed9-2535-4f44-a7e7-2861e4fd2ae1
03ef0e0a-644a-4161-9030-f38a840c2679,2e697f58-6498-4332-8ef3-db20cc0cb0a0
03ef0e0a-644a-4161-9030-f38a840c2679,5cd381bc-be15-4061-915b-85d27497ce52
03ef0e0a-644a-4161-9030-f38a840c2679,fb8cf6db-03f9-4a24-8423-4bb83931ed1a
733ef438-99f2-4253-8617-cc871c341079,41ff311d-6f91-4098-996e-1a44ed3a6efd
